product_id,customer_id,full_name,created_time,rating,content
10119100,trang,trang,09:27 | 08/05/2021,5,
14140546,loanthaithicam,loan thai thi cam,21:41 | 02/01/2020,5,Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh.
14140546,DoBichNgan,Đỗ Bích Ngân,12:23 | 24/12/2019,5,Sản phẩm tốt vượt mong đợi
14140546,DoBichNgan,Đỗ Bích Ngân,18:12 | 06/09/2019,5,Sản phẩm tốt vượt mong đợi
16041499,ngochien,ngoc hien,16:29 | 18/02/2020,4,Sản phẩm/dịch vụ giống mô tả. Chất lượng sản phẩm/dịch vụ khá tốt. Gửi sản phẩm/vé dịch vụ nhanh.
16041499,NganHuynhNgoc,Ngân Huỳnh Ngọc,21:59 | 11/09/2019,5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình."
16041499,TrinhNguyenThiTuyet,Trinh Nguyễn Thị Tuyết,14:56 | 24/08/2019,5,Chất lượng sản phẩm/dịch vụ rất tốt.
16074358,NGOTHITHUHIEN,NGO THI THU HIEN,11:45 | 11/03/2021,5,"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ. tốt"
16074358,PhuongNgan,Phương Ngân,14:13 | 29/03/2019,5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. 10 goi tặng 2 khăn yếm, mình mua 20 goi cũng có 2 khăn là sao?"
16074358,Danhgiaandanh,Đánh giá ẩn danh,11:53 | 13/05/2021,5,"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ."
16074358,ThanhBuithi,Thanh Bùi thị,14:16 | 08/07/2019,1,"Sản phẩm/dịch vụ hoàn toàn khác mô tả. đặt màu trắng nhưng laj giao màu tím, giao hàng quá chậm"
16074358,khienNguyenduy,khiên Nguyễn duy,23:29 | 21/03/2019,4,Sản phẩm/dịch vụ giống mô tả. Chất lượng sản phẩm/dịch vụ khá tốt. Gửi sản phẩm/vé dịch vụ nhanh. sp giống Mô ta
16074358,Nhung,Nhung,19:48 | 27/09/2019,5,Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. sản phẩm ok
16074358,Hophuongqb2233@gmail.com,Hophuongqb2233@gmail.com,17:05 | 22/05/2020,5,Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi.
16074358,phamthanhhuyen,phạm thanh huyền,11:54 | 22/05/2020,5,
16074358,PhanThiThanhNhan,Phan Thị Thanh Nhàn,14:53 | 01/04/2020,5,
16074358,AnZn,An Zn,12:25 | 31/03/2020,2,
16205591,Dothingoc,Đỗ thị ngọc,17:45 | 17/08/2020,5,"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ."
16205618,MinhTu,Minh Tú,22:11 | 07/11/2020,5,Đẹp như mô tả.
16205618,TamPhamthi,Tam Pham thi,20:06 | 16/03/2022,5,Đẹp như mô tả. Giao hàng nhanh bất ngờ.
16205618,NguyenThiDiep,Nguyễn Thị Diệp,17:55 | 17/11/2021,5,"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ."
16205618,NguyenThiDiep,Nguyễn Thị Diệp,21:27 | 19/10/2021,5,"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ."
16205618,NguyenThiThuHang,Nguyễn Thị Thu Hằng,15:23 | 30/05/2021,5,
16205618,NguyenThiThuHang,Nguyễn Thị Thu Hằng,06:36 | 29/04/2021,5,
16205618,TranThiHuyenTrang,Trần Thị Huyền Trang,11:08 | 28/01/2021,5,Đẹp như mô tả.
16205618,phungcongthanh,phung công thanh,18:22 | 11/01/2021,5,"Chuyên nghiệp, thân thiện. Đẹp như mô tả."
16205618,Nguyenthiha,Nguyễn thị hà,08:19 | 05/01/2021,5,
16205618,phamnhuQuynh,phạm như Quỳnh,19:07 | 11/12/2020,5,Đóng gói kỹ lưỡng. Giá tốt. Giao hàng nhanh bất ngờ.
16353813,NguyenThanhHuu,Nguyễn Thanh Hữu,06:51 | 06/06/2019,5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. shop tư vấn nhiệt tình pán hàng có tâm sẽ còn ủng hộ nữa"
16353813,ThanhNguyenHuu,Thanh Nguyễn Hữu,16:26 | 01/06/2019,5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. chủ shop dễ thương pán hàng có tâm chất lượng tốt date mới tinh m rất hài lòng và sẽ còn ủng hộ lần sau"
16353813,phamMinh,pham Minh,17:44 | 31/08/2019,5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. Mua sp này ở shop nhiều lần rồi rất OK."
16353813,TranThiMyAnh,Trần Thị Mỹ Anh,14:12 | 11/04/2021,5,"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ."
16353813,TienVo,Tien Vo,10:17 | 28/01/2021,5,Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ.
16353813,Haanhshopn,Haanhshopn,17:56 | 22/11/2020,5,Đóng gói kỹ lưỡng. Giá tốt. Giao hàng nhanh bất ngờ.
16353813,LetrucMai,Le truc Mai,18:52 | 09/03/2020,5,tuyet voi
16353813,phamMinh,pham Minh,10:50 | 09/03/2020,5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Mua shop nhiều lần rồi, hàng rất OK Cảm ơn shop!"
16353813,NguyenThanhDat,Nguyễn Thành Đạt,13:01 | 05/01/2020,5,Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Gửi sản phẩm/vé dịch vụ nhanh.
16353813,hongnguyenthi,hong nguyen thi,14:27 | 20/12/2019,5,Chất lượng sản phẩm/dịch vụ rất tốt. dong goi hoi tiet kiem rach bao tum lum nhung giao nhanh..
16425676,Quyenkieu,Quyen kieu,21:53 | 28/08/2019,1,"chất lượng tả gì kì quá, mặc vô dính hột lên bím bé hết à"
16473106,Gaunguyen,Gấu nguyễn,16:52 | 01/10/2019,5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. hàng ok lắm. đủ cả 10 bịch k thiếu sót.. sẽ ủng hộ shop nhiệt tình"
16473106,KhoiDuongVan,Khoi Duong Van,00:27 | 11/04/2019,1,gửi mẫu k giong hình chụp
16515406,NguyenKim,Nguyễn Kim,14:26 | 12/05/2021,4,Hàng giống mô tả có điều đăt màu xanh lá mak giao màu đỏ hết hàng cũng hk nt báo
16515406,MinhDang,Minh Đặng,21:37 | 12/08/2019,5,Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi.
16515406,LeDuyen,Le Duyen,10:20 | 24/07/2019,2,Sản phẩm/dịch vụ chỉ hơi giống mô tả. Chất lượng sản phẩm/dịch vụ không tốt.
16515406,NhubichHo,Nhưbich Hồ,10:33 | 24/06/2019,5,tạm DC. tuy nhiên bô hơi cũ Giong bo da SD roi
16515406,DuongVanTuan,Đường Văn Tuân,22:57 | 26/05/2021,4,Đúng mô tả.
16515406,PhungPhamNguyenKim,Phụng Phạm Nguyễn Kim,19:05 | 22/06/2020,5,Đẹp như mô tả.
16515406,quana,quan a,00:50 | 05/02/2020,4,Gửi sản phẩm/vé dịch vụ nhanh. Shop phục vụ khá tốt.
16515406,phamtrinh,phạm trinh,17:14 | 14/09/2019,5,Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi.
16515406,NgocDungTran,Ngọc Dung Trần,14:36 | 13/09/2019,5,Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh.
16515406,QuocNguyenTan,Quốc Nguyễn Tấn,17:32 | 11/07/2019,4,Sản phẩm/dịch vụ giống mô tả.
16617669,ToBich,Tô Bich,01:25 | 05/11/2020,5,"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ."
16617669,ToanNguyenQuoc,Toản Nguyễn Quốc,12:25 | 12/07/2019,5,Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Gửi sản phẩm/vé dịch vụ nhanh. nhân viên giao hàng rất nhanh và nhiệt tình. đặt 1 ngày là giao. mọi người nên mua.
16617669,ngocnhieu,ngọc nhiều,22:31 | 21/06/2022,5,"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Chất lượng tuyệt vời. Giá tốt."
16617669,Thunguyet,Thu nguyệt,14:46 | 25/11/2019,5,"Cũng được để lâu bàn, hay mấy vận dụng linh tinh thì ok với giá, chứ này kg có cơ sở gì hết kg dám chùi miệng, mùi quá nồng"
16617669,ngoanh,ngô anh,08:50 | 11/08/2023,5,Giá tốt.
16617669,NgoBaoChau,Ngo BaoChau,21:01 | 30/11/2022,5,Giá tốt.
16617669,ngoanh,ngô anh,10:01 | 22/08/2022,5,"Chuyên nghiệp, thân thiện."
16617669,ngoanh,ngô anh,20:42 | 21/07/2022,5,Giá tốt.
16617669,ngoanh,ngô anh,13:23 | 14/07/2022,5,"Chuyên nghiệp, thân thiện."
16617669,ngoanh,ngô anh,21:01 | 07/07/2023,5,
16925848,KMinh,KMinh,07:58 | 05/01/2020,4,trên hình ảnh là mẫu mới.nhưng giao mẫu cũ
16925848,yenhoangthi,yêń hoàng thi,10:23 | 21/06/2023,5,Chất lượng tuyệt vời.
16925848,lovelynho,lovely nho,15:22 | 13/11/2020,5,Giao hàng nhanh bất ngờ.
16925848,giangToNga,giang To Nga,14:16 | 17/10/2020,5,
16925848,TranXuyen,Trần Xuyến,20:04 | 31/01/2020,5,
16925848,chihuynhthikim,chi huỳnh thị kim,20:39 | 27/12/2019,5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình."
16925848,Nguyenthithanhthuy,Nguyen thi thanh thuy,17:27 | 24/12/2019,5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình."
16925848,quynhngan8,quynhngan8,15:50 | 19/12/2019,5,
16925848,phuonglan426Lan,phuonglan426 Lan,23:14 | 09/12/2019,5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình."
16925848,Diep,Diệp,07:18 | 04/12/2019,5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình."
16929082,HIEUDO,HIEU DO,11:07 | 12/04/2019,5,"giá rẻ và chất lượng, shop nhiệt tình"
16929082,HIEUDO,HIEU DO,11:06 | 20/02/2020,5,"khăn ướt dùng đc cho bé sơ sinh luôn, yên tâm về chất lượng"
16929082,TranMongThanhTuyen,Trần Mộng Thanh Tuyền,05:57 | 29/11/2019,5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình."
16929082,nuphanthingoc,nu phan thi ngoc,09:59 | 28/11/2019,5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình."
16929082,NguyetLethiminh,Nguyệt Lê thị minh,16:33 | 03/04/2020,5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình."
16929082,daingan,đại ngàn,14:42 | 30/11/2019,5,Gửi sản phẩm/vé dịch vụ nhanh.
16929082,tangvan,tang van,18:43 | 09/07/2019,5,
16942798,NguyenKimanh,Nguyen Kim anh,13:07 | 03/08/2020,5,"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ. shop giao nhanh . khăn giấy tốt ok . cho shop 5 sao !!!"
16942798,PhuThuanLe,Phú Thuận Lê,10:21 | 01/06/2019,5,"Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. Khăn giấy vuông Hoa Mai 25k/gói, mình nghĩ to lắm. Không ngờ nhỏ xíu à"
16942798,AnhMai,Ánh Mai,11:14 | 24/03/2021,5,
16942798,nguyenthanhtung,nguyen thanh tung,13:14 | 06/06/2020,5,
17020226,meomeomeo,mèo méo meo,10:54 | 26/11/2020,5,"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ."
17020226,Vugialuong,Vũ gia lương,10:49 | 02/12/2019,3,Giao sản phẩm/vé dịch vụ nhanh. Shop phục vụ chấp nhận được. hàng mỏng quá thật sự không hài lòng
17020226,thanthivan,thân thị vân,09:09 | 15/12/2022,5,
17020226,HangNgo,Hang Ngo,04:05 | 25/05/2021,5,
17020226,VuThuytien,Vu Thuytien,14:24 | 21/09/2019,5,
17061940,PhanThiTrinh,Phan Thị Trinh,17:34 | 15/08/2020,5,Đẹp như mô tả. Chất lượng tuyệt vời. hài lòng. cám ơn shop nhiều ??
17061940,KimNganTranThi,Kim Ngan Tran Thi,10:54 | 21/07/2022,1,"sản phẩm dính bụi, mua về phải lau chùi lại,một bên lỗ tay bị mất hình dán"
17061940,TaiPhamThanh,Tài Phạm Thanh,09:07 | 16/10/2019,5,"Chất lượng sản phẩm/dịch vụ rất tốt. Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. giao hàng ok, tốt trong tầm giá cho shop 5 sao"
17061940,tranthihong,tranthihong,21:41 | 08/07/2019,5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình."
17061940,KieuTrangDoThi,Kiều Trang ĐỗThị,22:41 | 23/09/2019,5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. sản phẩm ok"
17061940,DungNgoc,Dung Ngọc,23:21 | 21/06/2019,5,"sản phẩm đẹp, giống mô tả, nhạc hay phù hợp cho các bé"
17061940,NguyenTien,Nguyễn Tiền,20:33 | 18/05/2022,5,Đẹp như mô tả.
17061940,minhthu,minh thư,16:19 | 24/09/2019,4,
17061940,TrongtuyetNguyen,Trongtuyêt Nguyen,14:21 | 03/09/2019,4,Sản phẩm/dịch vụ giống mô tả. Gửi sản phẩm/vé dịch vụ nhanh. Shop phục vụ khá tốt.
17061940,Nguyenanhphuong,Nguyễn anh phương,20:08 | 12/01/2022,5,Đẹp như mô tả.
17183490,NguyenLeNgocDiem,Nguyễn Lê Ngọc Diễm,23:06 | 21/02/2023,5,Đẹp như mô tả.
17183490,NAMTHIENTHU,NAM THIÊN THƯ,15:03 | 25/08/2022,5,Giá tốt.
17183490,ThuyDuongDo,Thùy Dương Đỗ,22:17 | 06/03/2022,5,
17183490,vovanthuong,võ văn thương,10:51 | 11/02/2022,5,Đẹp như mô tả. Đóng gói kỹ lưỡng.
17183490,nguyenmaiphuong,nguyễn mai phương,14:18 | 07/01/2022,5,
17183490,nguyentuanminh,nguyễn tuấn minh,21:48 | 05/01/2022,5,"Chuyên nghiệp, thân thiện."
17183490,NguyenThuyNga,Nguyễn Thúy Nga,17:15 | 17/05/2021,5,"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt."
17183490,Nguyenan,Nguyễn an,18:12 | 02/04/2021,3,Chất lượng ổn.
17183490,nguyenthu,nguyen thu,13:54 | 03/03/2021,5,
17183490,haiyennguyenthi,hai yen nguyen thi,13:52 | 21/01/2021,5,Đóng gói kỹ lưỡng. Giao hàng nhanh bất ngờ.
17314530,CuYen,Cù Yên,17:36 | 14/12/2019,5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. bỉm dùng thích lắm mình sẽ tiếp tục ủng hộ shop"
17314530,CuYen,Cù Yên,12:08 | 12/03/2020,5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. shop rất nhiệt tình mình sẽ tiếp tục ủng hộ shop"
17314530,CuYen,Cù Yên,22:24 | 07/01/2020,5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. đã nhận hàng rất hài lòng sẽ tiếp tục ủng hộ shop"
17314530,CuYen,Cù Yên,20:11 | 29/12/2019,5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. shop đóng gói rất cẩn thận mình rất hài lòng sẽ ủng hộ tiếp"
17314530,CuYen,Cù Yên,17:41 | 22/10/2019,5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. mình sẽ tiếp tục ủng hộ shop rất tuyệt vời."
17314530,kimloan,kim loan,21:04 | 11/10/2019,5,Mình cho 5 sao. bỉm trần thì mình ko đòi hỏi gì. giá hợp lý. bỉm đúng size. mềm mại. rẻ tốt.
17314530,NgoMyYen,Ngô Mỹ Yến,23:40 | 26/05/2020,5,"thất vọng., đặt xl mà giao xxl , lấy bút lông ghi ở ngoài là xl. lần trước cũng mua hàng xuất Nhật nhưng k phải hiệu này, xài rất ok nên lần này k kiểm tra, chứ k là k nhận. quá thất vọng. mn đừng mua chứ k là thất vọng như mình, chưa kể mới mặc vô 1 tiếng ,tè chắc 2 lần đã bị tràn rồi"
17314530,MaiPhuong,Mai Phương,21:02 | 14/12/2019,5,Giao hàng nhanh. Đóng gói chắc chắn. Mẫu mã đẹp. Chất lượng tốt. 5 ⭐ cho shop
17314530,ChanNganKeTo,Chân Ngắn Kệ Tớ,20:49 | 29/10/2019,3,Shop pảo tặng thêm 4c bỉm cùng loại mà ktra lại có mỗi 3c 2 loại lại còn k giống nhau Bỉm mỏng k biết đóng có ra j k nữa
17314530,LAnPhuOng,LAn PhưƠng,12:25 | 04/10/2019,5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. sp dùng OK lắm bỉm mỏng dùng tốt lắm tks shop nha"
17314675,HuongLan,Hương Lan,17:40 | 26/11/2019,5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. sản phẩm này mình dùng thấy rẻ lại rất tốt cảm ơn bạn mmmmmmmmmmmmmmmmmmmnnnnnnnnnnnnnnn"
17314675,CuYen,Cù Yên,16:54 | 16/01/2020,5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. mình đã nhận được hàng đóng sản chắc chắn mình sẽ tiếp tục ủng hộ shop"
17314675,thuongBui,thương Bùi,20:34 | 16/10/2019,4,vận chuyển hàng rách trầy xước vào trong bỉm luôn đề nghị shop khắc phục tình trạng vận chuyển hàng shop giao ok lắm
17314675,TranLeTina,Trần Lê Tina,16:19 | 13/09/2019,5,"Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. Gửi sản phẩm/vé dịch vụ nhanh. Chất lượng sản phẩm/dịch vụ rất tốt. Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Size nhỏ hơn đợt trước.Nhưng ko sao vẫn cho shop 5 sao vì chị chủ shop cực nhiệt tình.Báo nếu bé ko mặc vừa sẽ đổi lại cho mình và giải thích cho mình hiểu.Gặp như shop khác nhận hàng xong là phủi trách nhiệm rồi đó.Sẽ ủng hộ shop tiếp"
17314675,CherryPham,Cherry Pham,09:53 | 02/04/2022,5,"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ. tuyệt vời,mua lần thứ 10 rồi ,"
17314675,QuynhNga,Quỳnh Nga,19:13 | 07/10/2019,5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. Bỉm nhìn ưng, chủ shop tv nhiệt tình."
17314675,tu,tú,11:29 | 02/09/2022,5,"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giao hàng nhanh bất ngờ. tả êm lắm ạ. e sẽ quay lại ủng hộ shop ạ"
17314675,memilo,mẹ milo,12:07 | 30/12/2019,5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. giao hàng nhanh"
17314675,nguyenthiquynhtram,nguyễn thị quỳnh trâm,17:42 | 30/11/2019,5,"Đóng gói rách tè le vậy là k hài lòng rồi, cái túi của hãng tã này k còn rồi, đóng túi khác cũng k kỹ càng"
17314675,ManLamHong,Mãn Lâm Hồng,10:39 | 13/09/2022,5,"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ."
17426772,PHUONGDOKIM,PHƯỢNG ĐỖ KIM,01:22 | 05/12/2019,5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. Tốt nhất rẻ nhất thị trường.. CHẤT LƯỢNG như HUGHES"
17426772,PHUONGDOKIM,PHƯỢNG ĐỖ KIM,12:54 | 27/12/2019,5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. Shop mua bán uy tín thời gian giao hàng nhanh. Giá thì rẻ nhất, chất lượng hàng được đảm bảo và sự cam kết của shop, UY TÍN.. CAM KẾT... của shop...., giúp khách hàng yên tâm mua và gắn bó lâu dài.....!"
17426772,PHUONGDOKIM,PHƯỢNG ĐỖ KIM,18:28 | 13/10/2019,5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. Tã bỉm mỏng, nhưng đựng ( chứa) cả bể nước"
17426772,phamthihoa,pham thi hoa,10:17 | 01/08/2019,5,bỉm hơi khác so với hình..chữ NANU trước bỉm bị ngược không giống với hình ảnh.bỉm mỏng không biết có pải hàng nhái không.
17426772,MyNhaLeThi,My Nha Le Thi,18:55 | 25/11/2019,5,"nt shop thì nói bao bì mới. đến khi nhận vẫn là bỉm bao bì cũ. đóng gói hàng đẹp, chắc chắn. giá rẻ"
17426772,DuongTan,Dương Tân,12:19 | 17/09/2019,4,Gửi sản phẩm/vé dịch vụ nhanh.
17426772,Longhoang,Long hoang,18:06 | 12/08/2019,5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. Hàng mỏng.,thấm hút tốt, giá rẻ. Rrrrrrrrrrrrraaaaaaaaaaaatttttttttooooootttttttt"
17426772,PHUONGDOKIM,PHƯỢNG ĐỖ KIM,02:59 | 26/11/2019,5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. Ttttttttttttttttttooooooooooooottttttttttttt rrrrrrrrrrrrrrrrrrreeeeeeeeeeee"
17426772,Nguyennguyennguy,Nguyen nguyennguy,16:47 | 31/10/2019,4,Sản phẩm/dịch vụ giống mô tả. Chất lượng sản phẩm/dịch vụ khá tốt. Gửi sản phẩm/vé dịch vụ nhanh. Giao hàng quá chậm nhân viên giao hàng ko nhiệt tình
17426772,HaNguyenThi,Hà Nguyễn Thị,15:28 | 28/09/2019,5,Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi.
17548239,caothithunga,cao thị thu nga,11:58 | 03/06/2021,5,Chất lượng tuyệt vời.
