rating,content,class,content_clean,content_clean_pt,length,positive_count,negative_count,class_new
5,"Chuyên nghiệp, thân thiện. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt.",1,chuyên nghiệp thân thiện đóng gói kỹ lưỡng chất lượng tuyệt vời giá tốt,chuyên_nghiệp thân_thiện đóng_gói_kỹ_lưỡng chất_lượng_tuyệt_vời giá_tốt,71,5,0,1
5,Đẹp như mô tả. Đóng gói kỹ lưỡng. Giá tốt. Giao hàng nhanh bất ngờ. giao nhanh ko tưởng. đóng gói cẩn thận. hy vọng dùng ok nha ?,1,đẹp như mô tả đóng gói kỹ lưỡng giá tốt giao hàng nhanh bất ngờ giao nhanh ko tưởng đóng gói cẩn thận hy vọng dùng ok nha,đẹp như_mô_tả đóng_gói_kỹ_lưỡng giá_tốt giao_hàng không_tưởng đóng_gói_cẩn_thận hy_vọng ổn,124,6,0,1
5,Đóng gói kỹ lưỡng. Giá tốt. chỉ có điều giao hàng hơi lâu thôi,1,đóng gói kỹ lưỡng giá tốt chỉ có điều giao hàng hơi lâu thôi,đóng_gói_kỹ_lưỡng giá_tốt giao_hàng,60,2,0,1
5,"bỉm giá hợp lý, hàng giao nhanh, đóng gói cẩn thận",1,bỉm giá hợp lý hàng giao nhanh đóng gói cẩn thận,bỉm giá_hợp_lý hàng đóng_gói_cẩn_thận,48,2,0,1
5,Mua lần thứ 2 của shop ruj.rất là ưng lun.pỉm đẹp đóng gói cẩn thận.giá hợp lý ???,1,mua lần thứ 2 của shop ruj rất là ưng lun pỉm đẹp đóng gói cẩn thận giá hợp lý,cửa_hàng ruj ưng pỉm đẹp đóng_gói_cẩn_thận giá_hợp_lý,78,3,0,1
5,"Mẫu cũ. giao hàng lâu, đóng gói chưa kĩ",1,mẫu cũ giao hàng lâu đóng gói chưa kĩ,mẫu cũ giao_hàng lâu_đóng_gói kĩ,37,0,1,0
2,buồn vì cách lv của shop m đặt nb1 100 miếng shop gửi nb 2 60 miếng. rồi đổi tên sản phẩm luôn .nt hỏi shop còn thái độ. rõ ràng trước khi mua mình đã nhắn tin trước cho shop hỏi kỹ rồi,0,buồn vì cách lv của shop m đặt nb1 100 miếng shop gửi nb 2 60 miếng rồi đổi tên sản phẩm luôn nt hỏi shop còn thái độ rõ ràng trước khi mua mình đã nhắn tin trước cho shop hỏi kỹ rồi,buồn cửa_hàng nb miếng cửa_hàng gửi miếng đổi sản_phẩm cửa_hàng thái_độ rõ_ràng nhắn_tin cửa_hàng_kỹ,182,1,1,0
2,ko phải hàng loại 1,0,ko phải hàng loại 1,hàng,22,0,0,0
5,"Shop giao đúng size, đúng mẫu, cho 5 sao, áp mã 200k còn hơn 400k quá ngon cho một cuộc tình????",1,shop giao đúng size đúng mẫu cho 5 sao áp mã 200k còn hơn 400k quá ngon cho một cuộc tình,cửa_hàng mẫu _sao áp_mã ngàn ngàn tình,97,1,0,1
1,Cần đúng với mô tả. tã nhái bé mặc vào chưa đước 3 tiếng mà tiểu đã tràn ra ngoài thấm vào quần.,0,cần đúng với mô tả tã nhái bé mặc vào chưa đước 3 tiếng mà tiểu đã tràn ra ngoài thấm vào quần,mô_tả tã nhái bé mặc đước tiếng tiểu tràn thấm quần,94,0,0,0
5,"đây là lần thứ 2 mua tã của shop rồi. ko có gì phàn nàn. mỗi lần 2 bịch tã, 1 khăn ướt. vì có mã giảm giá 200k nên 2 lần mua giảm được 400k quá ngon cho một cuộc tình?????",1,đây là lần thứ 2 mua tã của shop rồi ko có gì phàn nàn mỗi lần 2 bịch tã 1 khăn ướt vì có mã giảm giá 200k nên 2 lần mua giảm được 400k quá ngon cho một cuộc tình,tã cửa_hàng phàn_nàn bịch tã khăn ướt mã giảm_giá ngàn ngàn tình,173,0,0,1
4,chất lượng tốt. nhưng bao bì bị rách một chút vì shop bóc phần quà. nhưng không sao. sẽ ủng hộ shop nữa.,1,chất lượng tốt nhưng bao bì bị rách một chút vì shop bóc phần quà nhưng không sao sẽ ủng hộ shop nữa,chất_lượng_tốt bao_bì rách một_chút cửa_hàng bóc quà không_sao ủng_hộ cửa_hàng,100,1,1,1
5,"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ. hàng chuẩn chất lượng tôi se ủng hộ shop bạn",1,chuyên nghiệp thân thiện đẹp như mô tả đóng gói kỹ lưỡng chất lượng tuyệt vời giá tốt giao hàng nhanh bất ngờ hàng chuẩn chất lượng tôi se ủng hộ shop bạn,chuyên_nghiệp thân_thiện đẹp như_mô_tả đóng_gói_kỹ_lưỡng chất_lượng_tuyệt_vời giá_tốt giao_hàng hàng chuẩn chất_lượng ủng_hộ cửa_hàng,154,7,0,1
2,"Sản phẩm/dịch vụ chỉ hơi giống mô tả. Tã này k giống các tã m vẫn mua cho con Vỏ mờ, ruột mỏng, thấm k tốt, bé đi 2 lần là đầy tã mặc dù sz M Shop này bán sản phẩm có vấn đề K bg mua nữa Mn lưu ý",0,sản phẩm dịch vụ chỉ hơi giống mô tả tã này k giống các tã m vẫn mua cho con vỏ mờ ruột mỏng thấm k tốt bé đi 2 lần là đầy tã mặc dù sz m shop này bán sản phẩm có vấn đề k bg mua nữa mn lưu ý,sản_phẩm_dịch_vụ_hơi_giống_mô_tả tã không_giống tã vỏ mờ ruột mỏng thấm không_tốt bé tã mặc_dù sz cửa_hàng sản_phẩm không_bg lưu_ý,210,0,4,0
5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. bỉm mềm mỏng rất chim ưng.?",1,sản phẩm dịch vụ giống mô tả và tốt hơn mong đợi chất lượng sản phẩm dịch vụ rất tốt gửi sản phẩm vé dịch vụ nhanh shop tư vấn hướng dẫn cực kỳ nhiệt tình bỉm mềm mỏng rất chim ưng,sản_phẩm_dịch_vụ_giống_mô_tả tốt_hơn_mong_đợi chất_lượng sản_phẩm_dịch_vụ_rất_tốt gửi_sản_phẩm vé_dịch_vụ cửa_hàng tư_vấn hướng_dẫn_nhiệt_tình bỉm mềm_mỏng ưng,180,4,0,1
5,"Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. Gửi sản phẩm/vé dịch vụ nhanh. Chất lượng sản phẩm/dịch vụ rất tốt. Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi.",1,shop tư vấn hướng dẫn cực kỳ nhiệt tình gửi sản phẩm vé dịch vụ nhanh chất lượng sản phẩm dịch vụ rất tốt sản phẩm dịch vụ giống mô tả và tốt hơn mong đợi,cửa_hàng tư_vấn hướng_dẫn_nhiệt_tình gửi_sản_phẩm vé_dịch_vụ chất_lượng sản_phẩm_dịch_vụ_rất_tốt sản_phẩm_dịch_vụ_giống_mô_tả tốt_hơn_mong_đợi,154,4,0,1
3,Đúng mô tả.,0,đúng mô tả,đúng_mô_tả,10,1,0,1
3,Giao hàng tạm ổn.,0,giao hàng tạm ổn,giao_hàng tạm ổn,16,1,0,1
1,Chất lượng cần tốt hơn. Tăm bông dùng cho bé quá sơ sài ròn quắn bông kg chất .nói chung quá tệ,0,chất lượng cần tốt hơn tăm bông dùng cho bé quá sơ sài ròn quắn bông kg chất nói chung quá tệ,chất_lượng cần_tốt_hơn_tăm bé sơ_sài ròn quắn không_chất tệ,96,0,1,0
5,Đóng gói kỹ lưỡng. Giá tốt. Giao hàng nhanh bất ngờ. giao hang nhanh. giá tốt.,1,đóng gói kỹ lưỡng giá tốt giao hàng nhanh bất ngờ giao hang nhanh giá tốt,đóng_gói_kỹ_lưỡng giá_tốt giao_hàng giá_tốt,73,3,0,1
5,"bỉm mềm,size to hơn pamper,thấm hút chưa biết nhưng bỉm sờ mềm.bỉm nội mà giá hơi chát! vận chuyển tương đối lâu!",1,bỉm mềm size to hơn pamper thấm hút chưa biết nhưng bỉm sờ mềm bỉm nội mà giá hơi chát vận chuyển tương đối lâu,bỉm mềm pamper thấm_hút bỉm sờ_mềm bỉm nội_giá chát vận_chuyển tương_đối,111,0,0,1
5,"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giao hàng nhanh bất ngờ.",1,chuyên nghiệp thân thiện đẹp như mô tả đóng gói kỹ lưỡng chất lượng tuyệt vời giao hàng nhanh bất ngờ,chuyên_nghiệp thân_thiện đẹp như_mô_tả đóng_gói_kỹ_lưỡng chất_lượng_tuyệt_vời giao_hàng,101,6,0,1
5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. Đã mua và dùng tin tuong nên chỉ dùng Nanu",1,sản phẩm dịch vụ giống mô tả và tốt hơn mong đợi chất lượng sản phẩm dịch vụ rất tốt gửi sản phẩm vé dịch vụ nhanh shop tư vấn hướng dẫn cực kỳ nhiệt tình đã mua và dùng tin tuong nên chỉ dùng nanu,sản_phẩm_dịch_vụ_giống_mô_tả tốt_hơn_mong_đợi chất_lượng sản_phẩm_dịch_vụ_rất_tốt gửi_sản_phẩm vé_dịch_vụ cửa_hàng tư_vấn hướng_dẫn_nhiệt_tình nanu,197,4,0,1
5,"Gửi sản phẩm/vé dịch vụ nhanh. Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. Đóng hàng kĩ còn chất lượng chưa dùng nên kb như nào. Sẽ ủng hộ shop lâu dài",1,gửi sản phẩm vé dịch vụ nhanh sản phẩm dịch vụ giống mô tả và tốt hơn mong đợi shop tư vấn hướng dẫn cực kỳ nhiệt tình đóng hàng kĩ còn chất lượng chưa dùng nên kb như nào sẽ ủng hộ shop lâu dài,gửi_sản_phẩm vé_dịch_vụ sản_phẩm_dịch_vụ_giống_mô_tả tốt_hơn_mong_đợi cửa_hàng tư_vấn hướng_dẫn_nhiệt_tình đóng hàng kĩ chất_lượng kết_bạn ủng_hộ cửa_hàng lâu_dài,199,3,0,1
5,"Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. Chưa dùng k bj tnao.nếu ok sẽ ủng hộ shop.",1,shop tư vấn hướng dẫn cực kỳ nhiệt tình chưa dùng k bj tnao nếu ok sẽ ủng hộ shop,cửa_hàng tư_vấn hướng_dẫn_nhiệt_tình không_bj tnao ổn ủng_hộ cửa_hàng,85,2,0,1
4,báo có hàng nhưng giao hàng lâu . sản phẩm ok. chất lượng ok,1,báo có hàng nhưng giao hàng lâu sản phẩm ok chất lượng ok,báo hàng giao_hàng sản_phẩm_ổn chất_lượng_ổn,57,2,0,1
5,"bỉm mỏng hơn bỉm jo, thích hợp đóng mùa hè k lo nóng và mùa đông đóng ban ngày chứ đóng cả đêm sờ đầy, giao hàng nhanh đúng mẫu đúng size, ok",1,bỉm mỏng hơn bỉm jo thích hợp đóng mùa hè k lo nóng và mùa đông đóng ban ngày chứ đóng cả đêm sờ đầy giao hàng nhanh đúng mẫu đúng size ok,bỉm mỏng bỉm giờ thích_hợp đóng mùa hè không_lo nóng_mùa đông đóng ban_ngày đóng đêm sờ giao_hàng mẫu ổn,143,1,1,1
5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. rất hài lòng, sẽ tiếp tục ủng hộ shop",1,sản phẩm dịch vụ giống mô tả và tốt hơn mong đợi gửi sản phẩm vé dịch vụ nhanh shop tư vấn hướng dẫn cực kỳ nhiệt tình rất hài lòng sẽ tiếp tục ủng hộ shop,sản_phẩm_dịch_vụ_giống_mô_tả tốt_hơn_mong_đợi gửi_sản_phẩm vé_dịch_vụ cửa_hàng tư_vấn hướng_dẫn_nhiệt_tình hài_lòng ủng_hộ cửa_hàng,155,3,0,1
5,quang cao bao bj moi giao cũ k thích,1,quang cao bao bj moi giao cũ k thích,cũ không_thích,42,0,2,0
5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. sp ok",1,sản phẩm dịch vụ giống mô tả và tốt hơn mong đợi chất lượng sản phẩm dịch vụ rất tốt gửi sản phẩm vé dịch vụ nhanh shop tư vấn hướng dẫn cực kỳ nhiệt tình sp ok,sản_phẩm_dịch_vụ_giống_mô_tả tốt_hơn_mong_đợi chất_lượng sản_phẩm_dịch_vụ_rất_tốt gửi_sản_phẩm vé_dịch_vụ cửa_hàng tư_vấn hướng_dẫn_nhiệt_tình sản_phẩm_ổn,166,5,0,1
5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. sp tốt dùng rất thích",1,sản phẩm dịch vụ giống mô tả và tốt hơn mong đợi chất lượng sản phẩm dịch vụ rất tốt gửi sản phẩm vé dịch vụ nhanh shop tư vấn hướng dẫn cực kỳ nhiệt tình sp tốt dùng rất thích,sản_phẩm_dịch_vụ_giống_mô_tả tốt_hơn_mong_đợi chất_lượng sản_phẩm_dịch_vụ_rất_tốt gửi_sản_phẩm vé_dịch_vụ cửa_hàng tư_vấn hướng_dẫn_nhiệt_tình sản_phẩm_tốt rất_thích,182,6,0,1
4,sao đây giá 330k mà mình phải thanh toán hết 387k vậy shop,1,sao đây giá 330k mà mình phải thanh toán hết 387k vậy shop,giá ngàn thanh_toán ngàn cửa_hàng,66,0,0,1
5,c mua rồi ạ hay c mới thử đặt thì họ tính giá cả ship vậy ạ,1,c mua rồi ạ hay c mới thử đặt thì họ tính giá cả ship vậy ạ,thử giá_cả giao_hàng,68,0,0,1
5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. bỉm dùng tốt",1,sản phẩm dịch vụ giống mô tả và tốt hơn mong đợi chất lượng sản phẩm dịch vụ rất tốt gửi sản phẩm vé dịch vụ nhanh shop tư vấn hướng dẫn cực kỳ nhiệt tình bỉm dùng tốt,sản_phẩm_dịch_vụ_giống_mô_tả tốt_hơn_mong_đợi chất_lượng sản_phẩm_dịch_vụ_rất_tốt gửi_sản_phẩm vé_dịch_vụ cửa_hàng tư_vấn hướng_dẫn_nhiệt_tình bỉm tốt,167,5,0,1
4,Đẹp như mô tả. Giá tốt. Giao hàng nhanh bất ngờ.,1,đẹp như mô tả giá tốt giao hàng nhanh bất ngờ,đẹp như_mô_tả giá_tốt giao_hàng,45,3,0,1
5,Sản phẩm/dịch vụ giống mô tả. Chất lượng sản phẩm/dịch vụ khá tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop phục vụ khá tốt.,1,sản phẩm dịch vụ giống mô tả chất lượng sản phẩm dịch vụ khá tốt gửi sản phẩm vé dịch vụ nhanh shop phục vụ khá tốt,sản_phẩm_dịch_vụ_giống_mô_tả chất_lượng sản_phẩm_dịch_vụ_tốt gửi_sản_phẩm vé_dịch_vụ cửa_hàng phục_vụ_tốt,115,3,0,1
4,"Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh.",1,shop tư vấn hướng dẫn cực kỳ nhiệt tình sản phẩm dịch vụ giống mô tả và tốt hơn mong đợi chất lượng sản phẩm dịch vụ rất tốt gửi sản phẩm vé dịch vụ nhanh,cửa_hàng tư_vấn hướng_dẫn_nhiệt_tình sản_phẩm_dịch_vụ_giống_mô_tả tốt_hơn_mong_đợi chất_lượng sản_phẩm_dịch_vụ_rất_tốt gửi_sản_phẩm vé_dịch_vụ,154,4,0,1
5,Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. bỉm tốt. giá rẻ. giao hàng nhanh,1,sản phẩm dịch vụ giống mô tả và tốt hơn mong đợi bỉm tốt giá rẻ giao hàng nhanh,sản_phẩm_dịch_vụ_giống_mô_tả tốt_hơn_mong_đợi bỉm tốt giá_rẻ giao_hàng,79,4,0,1
1,Cần đúng với mô tả. đặt bỉm quần giao bỉm gián là sao.,0,cần đúng với mô tả đặt bỉm quần giao bỉm gián là sao,mô_tả bỉm quần bỉm gián_sao,52,0,0,0
1,Chất lượng cần tốt hơn. tả mỏng quá tràn ngược ra đít đưa size bé xíu ghi bên ngoài size m,0,chất lượng cần tốt hơn tả mỏng quá tràn ngược ra đít đưa size bé xíu ghi bên ngoài size m,chất_lượng cần_tốt_hơn_tả mỏng tràn ngược đít bé xíu,89,0,1,0
1,Chất lượng cần tốt hơn. nhu vậy sao sai day shop,0,chất lượng cần tốt hơn nhu vậy sao sai day shop,chất_lượng_cần_tốt_hơn nhu_vậy cửa_hàng,48,0,1,0
5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. lần thứ 4 mua của shop rồj.rất hàj lòng",1,sản phẩm dịch vụ giống mô tả và tốt hơn mong đợi chất lượng sản phẩm dịch vụ rất tốt gửi sản phẩm vé dịch vụ nhanh shop tư vấn hướng dẫn cực kỳ nhiệt tình lần thứ 4 mua của shop rồj rất hàj lòng,sản_phẩm_dịch_vụ_giống_mô_tả tốt_hơn_mong_đợi chất_lượng sản_phẩm_dịch_vụ_rất_tốt gửi_sản_phẩm vé_dịch_vụ cửa_hàng tư_vấn hướng_dẫn_nhiệt_tình cửa_hàng rồj hàj,194,4,0,1
5,"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Giá tốt.",1,chuyên nghiệp thân thiện đẹp như mô tả đóng gói kỹ lưỡng giá tốt,chuyên_nghiệp thân_thiện đẹp như_mô_tả đóng_gói_kỹ_lưỡng giá_tốt,64,6,0,1
1,"Tả mỏng le mỏng lét, con tè chưa được một lần là chảy tùm lum ra ngoài còn thua cả miếng lót nữa. Khuyên mọi",0,tả mỏng le mỏng lét con tè chưa được một lần là chảy tùm lum ra ngoài còn thua cả miếng lót nữa khuyên mọi,tả mỏng_le mỏng_lét tè chưa_được chảy tùm_lum miếng lót khuyên,106,0,1,0
5,"hàng tệ quá con mình mang bị hăm, mình mua shop khác cùng giá nhưng hàng loại a ok hơn",1,hàng tệ quá con mình mang bị hăm mình mua shop khác cùng giá nhưng hàng loại a ok hơn,hàng_tệ hăm cửa_hàng giá hàng_ổn,85,1,1,1
5,"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Chất lượng tuyệt vời. Giá tốt. shop nhiệt tình",1,chuyên nghiệp thân thiện đẹp như mô tả chất lượng tuyệt vời giá tốt shop nhiệt tình,chuyên_nghiệp thân_thiện đẹp như_mô_tả chất_lượng_tuyệt_vời giá_tốt cửa_hàng_nhiệt_tình,83,7,0,1
5,"Bỉm rất ok, giá cả hợp lí, shop phục vụ tốt.",1,bỉm rất ok giá cả hợp lí shop phục vụ tốt,bỉm ổn giá_cả hợp_lí cửa_hàng phục_vụ_tốt,41,2,0,1
4,Sản phẩm/dịch vụ giống mô tả. Chất lượng sản phẩm/dịch vụ khá tốt. Tot,1,sản phẩm dịch vụ giống mô tả chất lượng sản phẩm dịch vụ khá tốt tot,sản_phẩm_dịch_vụ_giống_mô_tả chất_lượng sản_phẩm_dịch_vụ_tốt tốt,68,3,0,1
5,"bime mềm, shop nhiệt tình",1,bime mềm shop nhiệt tình,bime mềm cửa_hàng_nhiệt_tình,24,1,0,1
5,"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. giao hàng rất chậm,đến 10 ngày mới có",1,chuyên nghiệp thân thiện đẹp như mô tả đóng gói kỹ lưỡng chất lượng tuyệt vời giá tốt giao hàng rất chậm đến 10 ngày mới có,chuyên_nghiệp thân_thiện đẹp như_mô_tả đóng_gói_kỹ_lưỡng chất_lượng_tuyệt_vời giá_tốt giao_hàng_chậm,123,7,1,1
1,Tả siêu mỏng luôn. hi. cảm ơn shop đã gửi đúng size.,0,tả siêu mỏng luôn hi cảm ơn shop đã gửi đúng size,tả mỏng hi_cảm_ơn cửa_hàng gửi,49,0,1,0
5,"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ. tả siêu mỏng nhưng thấm hút rất tốt",1,chuyên nghiệp thân thiện đẹp như mô tả đóng gói kỹ lưỡng chất lượng tuyệt vời giá tốt giao hàng nhanh bất ngờ tả siêu mỏng nhưng thấm hút rất tốt,chuyên_nghiệp thân_thiện đẹp như_mô_tả đóng_gói_kỹ_lưỡng chất_lượng_tuyệt_vời giá_tốt giao_hàng nhanh_tả mỏng thấm hút rất_tốt,145,8,1,1
5,Cần đúng với mô tả. Chất lượng cần tốt hơn. Giao hàng cần nhanh hơn. dac size xxl mà khi nhan dc size nho vo cung.be 9 thang mac ko vua giong nhu size M.lua dao,1,cần đúng với mô tả chất lượng cần tốt hơn giao hàng cần nhanh hơn dac size xxl mà khi nhan dc size nho vo cung be 9 thang mac ko vua giong nhu size m lua dao,mô_tả chất_lượng_cần_tốt_hơn giao_hàng nhan_size nho_vo cung_be không_vua,162,0,1,0
1,"K ghi rõ số ký tương ứng vs size tả, đặt XXL mà hàng về nhỏ như sz M của các hãng thôg thương vậy, hình ảnh cũng k giống ảnh đăng lên",0,k ghi rõ số ký tương ứng vs size tả đặt xxl mà hàng về nhỏ như sz m của các hãng thôg thương vậy hình ảnh cũng k giống ảnh đăng lên,không_ghi ký tương_ứng size_tả hàng sz hãng thôg_thương hình_ảnh không_giống ảnh đăng,140,0,0,0
2,Đẹp như mô tả. Đóng gói kỹ lưỡng. Giao hàng nhanh bất ngờ.,0,đẹp như mô tả đóng gói kỹ lưỡng giao hàng nhanh bất ngờ,đẹp như_mô_tả đóng_gói_kỹ_lưỡng giao_hàng,55,3,0,1
5,"Đẹp như mô tả. Giá tốt. tả re, chất lượng ok. nhưng nếu có bo mông thì quá ok luôn.có bo mong là mình đặt mua thêm rồi vì bé nhà mặc tả bo mong. tả shop ko bo mong nên mình ko thích lắm. dù sao cũng cảm ơn shop nhé.",1,đẹp như mô tả giá tốt tả re chất lượng ok nhưng nếu có bo mông thì quá ok luôn có bo mong là mình đặt mua thêm rồi vì bé nhà mặc tả bo mong tả shop ko bo mong nên mình ko thích lắm dù sao cũng cảm ơn shop nhé,đẹp như_mô_tả giá tốt_tả chất_lượng_ổn bo_mông ổn bo_mong bé mặc_tả mong_tả cửa_hàng không_bo_mong không_thích lắm cửa_hàng,214,4,1,1
5,"Đóng gói kỹ lưỡng. mới mở bịt đầu bị bung đường bên hong 3 cái, phải dùng kim may lại mới mặc được, định trả hàng mà cảm thấy mắc công, nên may lại dùng tạm. không hài lòng cho mấy",1,đóng gói kỹ lưỡng mới mở bịt đầu bị bung đường bên hong 3 cái phải dùng kim may lại mới mặc được định trả hàng mà cảm thấy mắc công nên may lại dùng tạm không hài lòng cho mấy,đóng_gói_kỹ_lưỡng bịt đầu đường kim_may mặc_định hàng mắc_công tạm không_hài_lòng mấy,175,1,0,1
5,Chất lượng cần tốt hơn. shop lừa đảo nhé mn tã 1 loại vừa khô vừa cứng mà đi lấy hình lấy tên của nhãn hàng khác dán nên để lừa khách hàng nha mn đừng nên mua,1,chất lượng cần tốt hơn shop lừa đảo nhé mn tã 1 loại vừa khô vừa cứng mà đi lấy hình lấy tên của nhãn hàng khác dán nên để lừa khách hàng nha mn đừng nên mua,chất_lượng_cần_tốt_hơn cửa_hàng lừa_đảo tã khô cứng hình nhãn hàng dán lừa khách_hàng đừng,171,0,1,0
5,Gửi sản phẩm/vé dịch vụ nhanh. shop ghi ngoài tặng kèm gói mini nhưng ko thấy có.,1,gửi sản phẩm vé dịch vụ nhanh shop ghi ngoài tặng kèm gói mini nhưng ko thấy có,gửi_sản_phẩm vé_dịch_vụ cửa_hàng tặng kèm_gói không_thấy,82,0,0,1
5,Hàng chất lượng tốt. Giá sale còn 144k siêu rẻ. Rất hài lòng luôn. Thanks Shop nhiều nhiều nha,1,hàng chất lượng tốt giá sale còn 144k siêu rẻ rất hài lòng luôn thanks shop nhiều nhiều nha,hàng chất_lượng_tốt giá ngàn rẻ hài_lòng cảm_ơn_cửa_hàng,95,1,0,1
5,Gửi sản phẩm/vé dịch vụ nhanh. Mẫu size hơi nhỏ so với các dòng bỉm khác. Bỉm cứng không mềm như tưởng tượng. Shop gửi hàng nhanh.,1,gửi sản phẩm vé dịch vụ nhanh mẫu size hơi nhỏ so với các dòng bỉm khác bỉm cứng không mềm như tưởng tượng shop gửi hàng nhanh,gửi_sản_phẩm vé_dịch_vụ mẫu dòng bỉm bỉm cứng không_mềm tưởng_tượng cửa_hàng gửi hàng,126,0,0,1
5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. Ship siêu nhanh?",1,sản phẩm dịch vụ giống mô tả và tốt hơn mong đợi chất lượng sản phẩm dịch vụ rất tốt gửi sản phẩm vé dịch vụ nhanh shop tư vấn hướng dẫn cực kỳ nhiệt tình ship siêu nhanh,sản_phẩm_dịch_vụ_giống_mô_tả tốt_hơn_mong_đợi chất_lượng sản_phẩm_dịch_vụ_rất_tốt gửi_sản_phẩm vé_dịch_vụ cửa_hàng tư_vấn hướng_dẫn_nhiệt_tình giao_hàng,175,4,0,1
5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. shop rất nhiệt tình. ủng hộ shop dài dài",1,sản phẩm dịch vụ giống mô tả và tốt hơn mong đợi gửi sản phẩm vé dịch vụ nhanh shop tư vấn hướng dẫn cực kỳ nhiệt tình shop rất nhiệt tình ủng hộ shop dài dài,sản_phẩm_dịch_vụ_giống_mô_tả tốt_hơn_mong_đợi gửi_sản_phẩm vé_dịch_vụ cửa_hàng tư_vấn hướng_dẫn_nhiệt_tình cửa_hàng_nhiệt_tình ủng_hộ cửa_hàng,158,4,0,1
5,"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. chất lượng tốt, săn đc giá hợp lý",1,sản phẩm dịch vụ giống mô tả và tốt hơn mong đợi chất lượng sản phẩm dịch vụ rất tốt chất lượng tốt săn đc giá hợp lý,sản_phẩm_dịch_vụ_giống_mô_tả tốt_hơn_mong_đợi chất_lượng sản_phẩm_dịch_vụ_rất_tốt chất_lượng_tốt săn giá_hợp_lý,119,5,0,1
2,bỉm size XL kích cỡ bé so vs bỉ mặt bobby,0,bỉm size xl kích cỡ bé so vs bỉ mặt bobby,bỉm xin_lỗi kích_cỡ bé bỉ mặt,47,0,0,0
